class   size    classifier                        centr   frac[%] 
1       423     [0, 0, 1, 0, 0, 0, 1, 1, 1]       534     42.3    
2       198     [1, 0, 0, 0, 0, 0, 1, 2, 0]       754     19.8    
3       126     [0, 0, 1, 0, 0, 1, 0, 1, 1]       228     12.6    
4       59      [1, 0, 1, 0, 0, 2, 0, 2, 0]       865     5.9     
5       37      [1, 0, 1, 0, 0, 0, 1, 2, 0]       666     3.7     
6       24      [1, 0, 1, 0, 0, 1, 0, 2, 0]       421     2.4     
7       22      [0, 0, 1, 0, 0, 2, 0, 1, 1]       779     2.2     
8       17      [0, 1, 0, 0, 0, 0, 1, 1, 1]       740     1.7     
9       13      [0, 0, 1, 0, 0, 1, 0, 2, 1]       846     1.3     
10      7       [1, 0, 0, 0, 0, 0, 0, 1, 0]       36      0.7     
11      7       [1, 0, 0, 0, 0, 1, 0, 2, 0]       632     0.7     
12      7       [1, 0, 0, 0, 0, 2, 0, 2, 0]       780     0.7     
13      6       [1, 0, 0, 0, 0, 0, 1, 0, 1]       808     0.6     
14      5       [0, 1, 0, 0, 0, 2, 0, 1, 1]       128     0.5     
15      5       [1, 0, 0, 0, 0, 2, 1, 2, 0]       806     0.5     
16      4       [1, 0, 1, 0, 0, 1, 1, 0, 1]       676     0.4     
17      4       [1, 0, 0, 0, 0, 0, 1, 1, 1]       554     0.4     
18      4       [1, 0, 1, 0, 0, 0, 0, 1, 0]       64      0.4     
19      4       [0, 1, 1, 0, 0, 0, 1, 2, 0]       369     0.4     
20      2       [1, 0, 0, 0, 1, 1, 0, 2, 0]       689     0.2     
21      2       [0, 1, 0, 0, 0, 1, 0, 1, 1]       851     0.2     
22      2       [1, 0, 0, 0, 0, 2, 0, 1, 0]       902     0.2     
23      2       [1, 0, 1, 0, 0, 2, 0, 0, 1]       555     0.2     
24      2       [0, 0, 1, 0, 0, 0, 0, 2, 1]       556     0.2     
25      2       [1, 0, 0, 0, 0, 1, 1, 1, 0]       939     0.2     
26      2       [0, 1, 0, 0, 0, 0, 1, 2, 0]       328     0.2     
27      2       [0, 0, 0, 0, 0, 1, 0, 1, 1]       950     0.2     
28      2       [1, 0, 0, 0, 0, 2, 0, 0, 1]       977     0.2     
29      1       [1, 1, 0, 0, 0, 2, 0, 2, 0]       636     0.1     
30      1       [0, 0, 1, 0, 0, 2, 1, 2, 1]       826     0.1     
31      1       [0, 1, 1, 0, 0, 1, 0, 2, 0]       239     0.1     
32      1       [0, 0, 1, 0, 0, 0, 0, 1, 0]       639     0.1     
33      1       [0, 1, 0, 0, 0, 2, 0, 0, 1]       511     0.1     
34      1       [0, 0, 1, 0, 0, 2, 1, 2, 0]       707     0.1     
35      1       [1, 0, 0, 0, 1, 2, 0, 2, 0]       590     0.1     
36      1       [0, 0, 1, 0, 0, 1, 0, 2, 0]       959     0.1     
37      1       [0, 1, 0, 0, 0, 1, 1, 0, 1]       459     0.1     
38      1       [1, 0, 0, 0, 0, 1, 1, 0, 1]       153     0.1     
